"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x987394155264528384",2018-04-20 18:14:46,"x75916180","Imaginedragons","devastated at the news of @Avicii passing. working with him was one of my favorite collaborative moments. far too young. the world was a happier and fuller place with his presence and art. sending all my love to his friends and family. Xxdr","Twitter for iPhone",,,,FALSE,FALSE,58824,16630,,,,,,,,,,,,,,"x27476141","Avicii","en",,,,,,,,,,,,,
"x987415515781124102",2018-04-20 19:39:38,"x18839785","narendramodi","Had a wonderful meeting with Chancellor Angela Merkel. We discussed multiple aspects relating to India-Germany cooperation as well as other global issues. https://t.co/aH1pLddhku","Twitter for iPhone",,,,FALSE,FALSE,23547,3671,,,,,,"http://pbs.twimg.com/media/DbQBJufWsAE7bVd.jpg","https://t.co/aH1pLddhku","https://twitter.com/narendramodi/status/987415515781124102/photo/1","photo","http://pbs.twimg.com/media/DbQBJufWsAE7bVd.jpg http://pbs.twimg.com/media/DbQBJujWsAA1CJ4.jpg","https://t.co/aH1pLddhku https://t.co/aH1pLddhku","https://twitter.com/narendramodi/status/987415515781124102/photo/1 https://twitter.com/narendramodi/status/987415515781124102/photo/1",,,,"en",,,,,,,,,,,,,
"x987404685387685888",2018-04-20 18:56:36,"x403245020","Luke5SOS","LOVE you // https://t.co/oadiPp4vzS","IFTTT",,,,FALSE,FALSE,54224,12988,,,,,,"http://pbs.twimg.com/media/DbP3U-BX0AEZKZ3.jpg","https://t.co/oadiPp4vzS","https://twitter.com/Luke5SOS/status/987404685387685888/photo/1","photo","http://pbs.twimg.com/media/DbP3U-BX0AEZKZ3.jpg","https://t.co/oadiPp4vzS","https://twitter.com/Luke5SOS/status/987404685387685888/photo/1",,,,"en",,,,,,,,,,,,,
"x987327027383619585",2018-04-20 13:48:01,"x46957344","DrakeBell","Happy 420 from your favorite Stoner! https://t.co/gKbbPOs7rN","Twitter for iPhone",,,,FALSE,FALSE,273378,67719,,,,,,"http://pbs.twimg.com/media/DbOwslwVMAALAVP.jpg","https://t.co/gKbbPOs7rN","https://twitter.com/DrakeBell/status/987327027383619585/photo/1","photo","http://pbs.twimg.com/media/DbOwslwVMAALAVP.jpg","https://t.co/gKbbPOs7rN","https://twitter.com/DrakeBell/status/987327027383619585/photo/1",,,,"en",,,,,,,,,,,,,
"x987363131138691073",2018-04-20 16:11:29,"x28420827","FINALLEVEL","I don’t smoke weed but Happy 420!  I’m not a hater.","TweetDeck",,,,FALSE,FALSE,75897,15694,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987417689567178752",2018-04-20 19:48:17,"x63112528","Lavernecox","Happy #420day. I have never smoked weed in my life but support decriminalization and think we need to get folks out of prison who are there on marijuana charges. We have to elect folks who will do that work.","Twitter for Android",,,,FALSE,FALSE,8775,1692,"420day",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987399221279182848",2018-04-20 18:34:54,"x2561704644","IAmAlanWalker","I’m left speechless. You’ve been an idol and inspiration to both myself and countless others, and your music and legacy will continue to live on. Thoughts and prayers to your family and loved ones. Rest in peace, @avicii. And to everyone reading this, take care of each other. https://t.co/ZvVDDeIrO5","Twitter Web Client",,,,FALSE,FALSE,18441,6695,,,,,,"http://pbs.twimg.com/media/DbPyFXrU0AAE48_.jpg","https://t.co/ZvVDDeIrO5","https://twitter.com/IAmAlanWalker/status/987399221279182848/photo/1","photo","http://pbs.twimg.com/media/DbPyFXrU0AAE48_.jpg","https://t.co/ZvVDDeIrO5","https://twitter.com/IAmAlanWalker/status/987399221279182848/photo/1",,"x27476141","Avicii","en",,,,,,,,,,,,,
"x987398695510474752",2018-04-20 18:32:48,"x21787625","HARDWELL","Can’t believe this, I’m gonna miss you so bad. From your first show where we played together, to all the amazing memories we shared. Thank you for changing the world with your amazing music and for being such an inspiration. I’m gonna miss you brother, until we meet again! <U+2764> https://t.co/FjJyLA5Ohc","Twitter for iPhone",,,,FALSE,FALSE,107790,32357,,,,,,"http://pbs.twimg.com/media/DbPx4HKXkAEEC7R.jpg","https://t.co/FjJyLA5Ohc","https://twitter.com/HARDWELL/status/987398695510474752/photo/1","photo","http://pbs.twimg.com/media/DbPx4HKXkAEEC7R.jpg","https://t.co/FjJyLA5Ohc","https://twitter.com/HARDWELL/status/987398695510474752/photo/1",,,,"en",,,,,,,,,,,,,
"x987394155264528384",2018-04-20 18:14:46,"x75916180","Imaginedragons","devastated at the news of @Avicii passing. working with him was one of my favorite collaborative moments. far too young. the world was a happier and fuller place with his presence and art. sending all my love to his friends and family. Xxdr","Twitter for iPhone",,,,FALSE,FALSE,58824,16630,,,,,,,,,,,,,,"x27476141","Avicii","en",,,,,,,,,,,,,
"x987327027383619585",2018-04-20 13:48:01,"x46957344","DrakeBell","Happy 420 from your favorite Stoner! https://t.co/gKbbPOs7rN","Twitter for iPhone",,,,FALSE,FALSE,273378,67719,,,,,,"http://pbs.twimg.com/media/DbOwslwVMAALAVP.jpg","https://t.co/gKbbPOs7rN","https://twitter.com/DrakeBell/status/987327027383619585/photo/1","photo","http://pbs.twimg.com/media/DbOwslwVMAALAVP.jpg","https://t.co/gKbbPOs7rN","https://twitter.com/DrakeBell/status/987327027383619585/photo/1",,,,"en",,,,,,,,,,,,,
"x987363131138691073",2018-04-20 16:11:29,"x28420827","FINALLEVEL","I don’t smoke weed but Happy 420!  I’m not a hater.","TweetDeck",,,,FALSE,FALSE,75897,15694,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987372366111166465",2018-04-20 16:48:11,"x2841131745","DannyWelbeck","Feel privileged to have worked under such a great manager. A true gentleman and an innovator of the game. We will fight until the end for you #MerciArsène https://t.co/nLbYgmp2K7","Twitter for iPhone",,,,FALSE,FALSE,24321,5497,"MerciArsène",,,,,"http://pbs.twimg.com/media/DbPZyqKWkAAScgN.jpg","https://t.co/nLbYgmp2K7","https://twitter.com/DannyWelbeck/status/987372366111166465/photo/1","photo","http://pbs.twimg.com/media/DbPZyqKWkAAScgN.jpg http://pbs.twimg.com/media/DbPZywWWAAAHahn.jpg http://pbs.twimg.com/media/DbPZyqvWAAA6h5f.jpg","https://t.co/nLbYgmp2K7 https://t.co/nLbYgmp2K7 https://t.co/nLbYgmp2K7","https://twitter.com/DannyWelbeck/status/987372366111166465/photo/1 https://twitter.com/DannyWelbeck/status/987372366111166465/photo/1 https://twitter.com/DannyWelbeck/status/987372366111166465/photo/1",,,,"en",,,,,,,,,,,,,
"x987386155003011073",2018-04-20 17:42:58,"x16078808","AndySlater","Avicii always electrified the crowd. It was a great time in Vegas during Super Bowl weekend in 2013. May he RIP. https://t.co/WvyRw9RhXX","Twitter Web Client",,,,FALSE,FALSE,15160,3932,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/987385733517332480/pu/img/DdMGyOSFBOXX2i4b.jpg","https://t.co/WvyRw9RhXX","https://twitter.com/AndySlater/status/987386155003011073/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/987385733517332480/pu/img/DdMGyOSFBOXX2i4b.jpg","https://t.co/WvyRw9RhXX","https://twitter.com/AndySlater/status/987386155003011073/video/1",,,,"en",,,,,,,,,,,,,
"x987387400207953922",2018-04-20 17:47:55,"x19865053","rolandscahill","I love it when CNN taunts Trump with things like this! https://t.co/rt0y38U8ks","Twitter for iPad",,,,FALSE,FALSE,10240,3333,,,,,,"http://pbs.twimg.com/media/DbPnmDYW0AEz_u2.jpg","https://t.co/rt0y38U8ks","https://twitter.com/rolandscahill/status/987387400207953922/photo/1","photo","http://pbs.twimg.com/media/DbPnmDYW0AEz_u2.jpg","https://t.co/rt0y38U8ks","https://twitter.com/rolandscahill/status/987387400207953922/photo/1",,,,"en",,,,,,,,,,,,,
"x987378892032880640",2018-04-20 17:14:07,"x757303975","ChelseaClinton","Hi @amychozick! The 1st line (“Things were already looking bad when Chelsea Clinton popped the Champagne”) is false. I would have been happy to tell you that if you’d asked, which you didn’t. Looking forward to the correction once you fact check. Thanks! https://t.co/gqppfDEEW1","Twitter for iPhone",,,,FALSE,FALSE,14172,2833,,,"nytimes.com/2018/04/20/sun…","https://t.co/gqppfDEEW1","https://www.nytimes.com/2018/04/20/sunday-review/hillary-clinton-chasing-hillary.html",,,,,,,,,"x119491006","amychozick","en",,,,,,,,,,,,,
"x987394712339468289",2018-04-20 18:16:58,"x23741531","RubyRose","No @Avicii ... I can’t even begin to comprehend this. I adore you and I loved traveling and touring Europe with you. You were my friend and a beautiful person. Vegas and Ibiza memories will always be so special to me. RIP you were magic.","Twitter for iPhone",,,,FALSE,FALSE,13430,2443,,,,,,,,,,,,,,"x27476141","Avicii","en",,,,,,,,,,,,,
"x987399090597220352",2018-04-20 18:34:22,"x206631462","MykeCole","I assume all you youngsters talking about “blazing 420” are of course referring to the blazing career of Alcibiades, who in 420 BC was elected st<U+03C1>at<U+03B7><U+03B3><U+03CC><U+03C2> (Strategos), an incredible height of power for one so young. 

I applaud your interest in the great figures of our ancient past","Twitter for iPhone",,,,FALSE,FALSE,14026,3857,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987395110198530049",2018-04-20 18:18:33,"x294809172","thomasvermaelen","It has been a great honour to play for you and I am grateful for the opportunity you gave me to play for Arsenal FC. You deserve all the respect for what you have done for this club. I wish you all the best Boss! #MerciArsène https://t.co/tmhUQsDXtJ","Twitter for iPhone",,,,FALSE,FALSE,13740,3549,"MerciArsène",,,,,"http://pbs.twimg.com/media/DbPunZhXkAYlDi-.jpg","https://t.co/tmhUQsDXtJ","https://twitter.com/thomasvermaelen/status/987395110198530049/photo/1","photo","http://pbs.twimg.com/media/DbPunZhXkAYlDi-.jpg","https://t.co/tmhUQsDXtJ","https://twitter.com/thomasvermaelen/status/987395110198530049/photo/1",,,,"en",,,,,,,,,,,,,
"x987393271344250880",2018-04-20 18:11:15,"x16524285","pazpaz","Avicii was one of the first artists who made me fall in love with edm. My heart is completely broken.","Twitter for iPhone",,,,FALSE,FALSE,5907,1671,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987361189599461377",2018-04-20 16:03:46,"x710064516","TheRealAC3","To the man who believed in me and trusted me to play in a great team,thank you for having my back. I will never forget the conversations we had and the belief you had in me thank you for some great memories and good luck in whatever is next for You #wenger <U+270C><f0><U+009F><U+008F><U+00BE> https://t.co/bZAlLMeVm5","Twitter for iPhone",,,,FALSE,FALSE,14020,3406,"wenger",,,,,"http://pbs.twimg.com/media/DbPPxHGU0AAW1s6.jpg","https://t.co/bZAlLMeVm5","https://twitter.com/TheRealAC3/status/987361189599461377/photo/1","photo","http://pbs.twimg.com/media/DbPPxHGU0AAW1s6.jpg","https://t.co/bZAlLMeVm5","https://twitter.com/TheRealAC3/status/987361189599461377/photo/1",,,,"en",,,,,,,,,,,,,
"x987388091685068800",2018-04-20 17:50:40,"x216430965","Caspar_Lee","RIP Avicii. I have so many great memories to his music.","Twitter for iPhone",,,,FALSE,FALSE,39313,3892,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987381009409769473",2018-04-20 17:22:31,"x154101116","DUALIPA","ONE KISS IS NUMBER 1!!! WE ARE SO HAPPY!! Love to all our fans for their support and thank you for listening, sharing and streaming our song it’s officially the fastest selling single of 2018!! <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> #OneKiss https://t.co/XF2NJPJgZY","Twitter for iPhone",,,,FALSE,FALSE,14632,1878,"OneKiss",,,,,"http://pbs.twimg.com/media/DbPhyDZXkAIavKD.jpg","https://t.co/XF2NJPJgZY","https://twitter.com/DUALIPA/status/987381009409769473/photo/1","photo","http://pbs.twimg.com/media/DbPhyDZXkAIavKD.jpg","https://t.co/XF2NJPJgZY","https://twitter.com/DUALIPA/status/987381009409769473/photo/1",,,,"en",,,,,,,,,,,,,
"x987327027383619585",2018-04-20 13:48:01,"x46957344","DrakeBell","Happy 420 from your favorite Stoner! https://t.co/gKbbPOs7rN","Twitter for iPhone",,,,FALSE,FALSE,273378,67719,,,,,,"http://pbs.twimg.com/media/DbOwslwVMAALAVP.jpg","https://t.co/gKbbPOs7rN","https://twitter.com/DrakeBell/status/987327027383619585/photo/1","photo","http://pbs.twimg.com/media/DbOwslwVMAALAVP.jpg","https://t.co/gKbbPOs7rN","https://twitter.com/DrakeBell/status/987327027383619585/photo/1",,,,"en",,,,,,,,,,,,,
"x987363131138691073",2018-04-20 16:11:29,"x28420827","FINALLEVEL","I don’t smoke weed but Happy 420!  I’m not a hater.","TweetDeck",,,,FALSE,FALSE,75897,15694,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987372366111166465",2018-04-20 16:48:11,"x2841131745","DannyWelbeck","Feel privileged to have worked under such a great manager. A true gentleman and an innovator of the game. We will fight until the end for you #MerciArsène https://t.co/nLbYgmp2K7","Twitter for iPhone",,,,FALSE,FALSE,24321,5497,"MerciArsène",,,,,"http://pbs.twimg.com/media/DbPZyqKWkAAScgN.jpg","https://t.co/nLbYgmp2K7","https://twitter.com/DannyWelbeck/status/987372366111166465/photo/1","photo","http://pbs.twimg.com/media/DbPZyqKWkAAScgN.jpg http://pbs.twimg.com/media/DbPZywWWAAAHahn.jpg http://pbs.twimg.com/media/DbPZyqvWAAA6h5f.jpg","https://t.co/nLbYgmp2K7 https://t.co/nLbYgmp2K7 https://t.co/nLbYgmp2K7","https://twitter.com/DannyWelbeck/status/987372366111166465/photo/1 https://twitter.com/DannyWelbeck/status/987372366111166465/photo/1 https://twitter.com/DannyWelbeck/status/987372366111166465/photo/1",,,,"en",,,,,,,,,,,,,
"x987378892032880640",2018-04-20 17:14:07,"x757303975","ChelseaClinton","Hi @amychozick! The 1st line (“Things were already looking bad when Chelsea Clinton popped the Champagne”) is false. I would have been happy to tell you that if you’d asked, which you didn’t. Looking forward to the correction once you fact check. Thanks! https://t.co/gqppfDEEW1","Twitter for iPhone",,,,FALSE,FALSE,14172,2833,,,"nytimes.com/2018/04/20/sun…","https://t.co/gqppfDEEW1","https://www.nytimes.com/2018/04/20/sunday-review/hillary-clinton-chasing-hillary.html",,,,,,,,,"x119491006","amychozick","en",,,,,,,,,,,,,
"x987361189599461377",2018-04-20 16:03:46,"x710064516","TheRealAC3","To the man who believed in me and trusted me to play in a great team,thank you for having my back. I will never forget the conversations we had and the belief you had in me thank you for some great memories and good luck in whatever is next for You #wenger <U+270C><f0><U+009F><U+008F><U+00BE> https://t.co/bZAlLMeVm5","Twitter for iPhone",,,,FALSE,FALSE,14020,3406,"wenger",,,,,"http://pbs.twimg.com/media/DbPPxHGU0AAW1s6.jpg","https://t.co/bZAlLMeVm5","https://twitter.com/TheRealAC3/status/987361189599461377/photo/1","photo","http://pbs.twimg.com/media/DbPPxHGU0AAW1s6.jpg","https://t.co/bZAlLMeVm5","https://twitter.com/TheRealAC3/status/987361189599461377/photo/1",,,,"en",,,,,,,,,,,,,
"x987364767223332864",2018-04-20 16:17:59,"x64857767","tommychong","Happy 420, man <U+2705><f0><U+009F><U+0092><U+00A8><f0><U+009F><U+0092><U+00A8> https://t.co/Ci2CmbLNOr","Twitter for iPhone",,,,FALSE,FALSE,8378,3186,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/987364339869876224/pu/img/4hv1zGYBuunhZinW.jpg","https://t.co/Ci2CmbLNOr","https://twitter.com/tommychong/status/987364767223332864/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/987364339869876224/pu/img/4hv1zGYBuunhZinW.jpg","https://t.co/Ci2CmbLNOr","https://twitter.com/tommychong/status/987364767223332864/video/1",,,,"en",,,,,,,,,,,,,
"x987257706858901505",2018-04-20 09:12:34,"x287834630","GNev2","Arsene Wenger built the best teams that I played against in English Football .The 98 team was Amazing.The biggest compliment is that he played football that made us change the way we played against them.  He now deserves the most incredible send off from all in the coming weeks.","Twitter for iPhone",,,,FALSE,FALSE,82445,24380,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987360781846097923",2018-04-20 16:02:09,"x2818322000","deadpoolmovie","Happy #420Day everyone! Let’s be careful out there! https://t.co/qLLDEU7xQO","Twitter Web Client",,,,FALSE,FALSE,11904,2737,"420Day",,,,,"http://pbs.twimg.com/tweet_video_thumb/DbPPV_1XUAEY_Cu.jpg","https://t.co/qLLDEU7xQO","https://twitter.com/deadpoolmovie/status/987360781846097923/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/DbPPV_1XUAEY_Cu.jpg","https://t.co/qLLDEU7xQO","https://twitter.com/deadpoolmovie/status/987360781846097923/photo/1",,,,"en",,,,,,,,,,,,,
"x987361765280440320",2018-04-20 16:06:03,"x11912362","WORLDSTAR","Happy #420 y’all! <f0><U+009F><U+0098><U+0082><f0><U+009F><U+008D><U+0081> https://t.co/Dmp9AZdcxe","Twitter for iPhone",,,,FALSE,FALSE,9525,3247,,,,,,"http://pbs.twimg.com/media/DbPQSLnVMAAGhXU.jpg","https://t.co/Dmp9AZdcxe","https://twitter.com/WORLDSTAR/status/987361765280440320/photo/1","photo","http://pbs.twimg.com/media/DbPQSLnVMAAGhXU.jpg","https://t.co/Dmp9AZdcxe","https://twitter.com/WORLDSTAR/status/987361765280440320/photo/1",,,,"en",,,,,,,,,,,,,
"x987360335437991936",2018-04-20 16:00:22,"x2493199232","PetrCech","After the big news today it’s an opportunity for all the Gunners to show the love and appreciation to the man who created huge part of the history and legacy of @Arsenal and hopefully will leave with another trophy in his hands! Up to all of us to make it happen . #COYG https://t.co/W9Tl56Dc8y","Twitter for iPhone",,,,FALSE,FALSE,30856,7058,"COYG",,,,,"http://pbs.twimg.com/media/DbPO-kOW4AA0c-A.jpg","https://t.co/W9Tl56Dc8y","https://twitter.com/PetrCech/status/987360335437991936/photo/1","photo","http://pbs.twimg.com/media/DbPO-kOW4AA0c-A.jpg","https://t.co/W9Tl56Dc8y","https://twitter.com/PetrCech/status/987360335437991936/photo/1",,"x34613288","Arsenal","en",,,,,,,,,,,,,
"x987360718226935809",2018-04-20 16:01:54,"x263622853","AbouVDIABY","Truly saddened to hear the Boss is leaving. A great man who made an everlasting positive impact.The moral support&amp; confidence you gave me, alongside your guidance&amp; support helped me become the man I am today. A shining light on my darkest days. From the bottom of my heart, MERCI.","Twitter for iPhone",,,,FALSE,FALSE,16672,5112,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x986621201920356352",2018-04-18 15:03:19,"x169686021","kanyewest","You have the best ideas. Other people's opinions are usually more  distractive than informative. Follow your own vision. base your actions on love. Do things you love and if you don't absolutely love something stop doing it as soon as you can.","Twitter for iPhone",,,,FALSE,FALSE,238054,89530,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x986624438106865664",2018-04-18 15:16:11,"x169686021","kanyewest","I don't believe in the concept of an enemy. We have been conditioned to always be in competition. Stop looking for something to beat and just be. You don't have to do all the work. Once you start moving in love the universe will assist you.","Twitter for iPhone",,,,FALSE,FALSE,208318,73030,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987065049566138375",2018-04-19 20:27:01,"x25073877","realDonaldTrump","...Hopefully the Senate will not leave Washington until our Ambassadors, Judges and the people who make Washington work are approved. The Democrats are Obstructing the process and we need these people approved for the good of our Country!","Twitter for iPhone",,,,FALSE,FALSE,71456,18813,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987066289855303681",2018-04-19 20:31:56,"x25073877","realDonaldTrump","Mike Pompeo is outstanding. First in his class at West Point. A top student at Harvard Law School. A success at whatever he has done. We need the Senate to approve Mike ASAP. He will be a great Secretary of State!","Twitter for iPhone",,,,FALSE,FALSE,87228,21998,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x986621201920356352",2018-04-18 15:03:19,"x169686021","kanyewest","You have the best ideas. Other people's opinions are usually more  distractive than informative. Follow your own vision. base your actions on love. Do things you love and if you don't absolutely love something stop doing it as soon as you can.","Twitter for iPhone",,,,FALSE,FALSE,238054,89530,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x986046807812681728",2018-04-17 01:00:53,"x1409798257","bts_bighit","New album #LOVE_YOURSELF <U+8F49> 'Tear' will be here 5/18 <U+2764><U+2764> Listen to our This is: BTS Playlist (https://t.co/h1Pb1fQAmt) on @spotify #BTSxSpotify https://t.co/9MRhSGkHQP","Twitter for Android",,,,FALSE,FALSE,322856,132818,"LOVE_YOURSELF BTSxSpotify",,"spoti.fi/2HBt5NG","https://t.co/h1Pb1fQAmt","https://spoti.fi/2HBt5NG","http://pbs.twimg.com/ext_tw_video_thumb/986046765785726976/pu/img/aJJnxQ3HdVQ3BNe2.jpg","https://t.co/9MRhSGkHQP","https://twitter.com/bts_bighit/status/986046807812681728/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/986046765785726976/pu/img/aJJnxQ3HdVQ3BNe2.jpg","https://t.co/9MRhSGkHQP","https://twitter.com/bts_bighit/status/986046807812681728/video/1",,"x17230018","Spotify","en",,,,,,,,,,,,,
"x986624438106865664",2018-04-18 15:16:11,"x169686021","kanyewest","I don't believe in the concept of an enemy. We have been conditioned to always be in competition. Stop looking for something to beat and just be. You don't have to do all the work. Once you start moving in love the universe will assist you.","Twitter for iPhone",,,,FALSE,FALSE,208318,73030,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x986318237116915715",2018-04-17 18:59:27,"x169686021","kanyewest","be transparent as possible. Stop setting plays. Stop playing chess with life. Make decisions based on love not fear.","Twitter for iPhone",,,,FALSE,FALSE,285395,122987,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x986316732905283584",2018-04-17 18:53:28,"x169686021","kanyewest","everything you do in life stems from either fear or love","Twitter for iPhone",,,,FALSE,FALSE,243690,104460,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x986111242023583745",2018-04-17 05:16:55,"x255388236","theweeknd","don’t threaten me with a good time <f0><U+009F><U+0092><U+00AA><f0><U+009F><U+008F><U+00BE>","Twitter for iPhone",,,,FALSE,FALSE,202244,68066,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987065049566138375",2018-04-19 20:27:01,"x25073877","realDonaldTrump","...Hopefully the Senate will not leave Washington until our Ambassadors, Judges and the people who make Washington work are approved. The Democrats are Obstructing the process and we need these people approved for the good of our Country!","Twitter for iPhone",,,,FALSE,FALSE,71456,18813,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x986643179452747776",2018-04-18 16:30:39,"x25073877","realDonaldTrump","Best wishes to Prime Minister @Netanyahu and all of the people of Israel on the 70th Anniversary of your Great Independence. We have no better friends anywhere. Looking forward to moving our Embassy to Jerusalem next month!","Twitter for iPhone",,,,FALSE,FALSE,100759,23809,,,,,,,,,,,,,,"x17061263","netanyahu","en",,,,,,,,,,,,,
"x986544936672690177",2018-04-18 10:00:16,"x9695312","billboard",".@BTS_twt's new album ""Love Yourself: Tear"" will be released in May! https://t.co/UCADlyNAzT https://t.co/RcSIFGkz3N","SocialFlow",,,,FALSE,FALSE,77516,32296,,,"blbrd.cm/4Z5Z5g","https://t.co/UCADlyNAzT","http://blbrd.cm/4Z5Z5g","http://pbs.twimg.com/media/DbDpY_BX4AEFWVz.jpg","https://t.co/RcSIFGkz3N","https://twitter.com/billboard/status/986544936672690177/photo/1","photo","http://pbs.twimg.com/media/DbDpY_BX4AEFWVz.jpg","https://t.co/RcSIFGkz3N","https://twitter.com/billboard/status/986544936672690177/photo/1",,"x335141638","BTS_twt","en",,,,,,,,,,,,,
"x986899742574624768",2018-04-19 09:30:08,"x20609518","DalaiLama","Not only is it the case that happy people are more willing to help others, but as I generally point out, helping others is the best way to help yourself, the best way to promote your own happiness. It is you, yourself, who will receive the benefit.","Twitter Web Client",,,,FALSE,FALSE,106589,40468,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x986620501773733888",2018-04-18 15:00:32,"x29442313","SenSanders","Cardi B is right. If we are really going to make America great we need to strengthen Social Security so that seniors are able to retire with the dignity they deserve. https://t.co/B8cOkoOdLc","Twitter Web Client",,,,TRUE,FALSE,135689,37676,,,"twitter.com/SSWorks/status…","https://t.co/B8cOkoOdLc","https://twitter.com/SSWorks/status/983413678514073606",,,,,,,,,,,"en","x983413678514073606","FDR is ""the real 'Make America Great Again' President because of it weren't for him, older Americans wouldn't even get Social Security."" - @iamcardib https://t.co/6FPjVRsKrF",,,,,,,,,,,
"x986625267006308355",2018-04-18 15:19:28,"x18220175","Diddy","Do more of what makes you happy.","Twitter Web Client",,,,FALSE,FALSE,79819,50657,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x987038167730552832",2018-04-19 18:40:12,"x25073877","realDonaldTrump",".@MarshaBlackburn is a wonderful woman who has always been there when we have needed her. Great on the Military, Border Security and Crime. Loves and works hard for the people of Tennessee. She has my full endorsement and I will be there to campaign with her!","Twitter for iPhone",,,,FALSE,FALSE,54997,13727,,,,,,,,,,,,,,"x278145569","MarshaBlackburn","en",,,,,,,,,,,,,
"x986628027583954944",2018-04-18 15:30:27,"x373471064","TwitterMusic","New <f0><U+009F><U+0094><U+00A5> music announcements means new reasons to be excited. 

<f0><U+009F><U+008E><U+00B5> @ArianaGrande <U+2796> No Tears Left to Cry (April 20)
<f0><U+009F><U+008E><U+00B5> @JColeNC <U+2796> K.O.D. (April 20)
<f0><U+009F><U+008E><U+00B5> @BTS_twt <U+2796> Love Yourself: Tear (May 18)
<f0><U+009F><U+008E><U+00B5> @Drake <U+2796> Scorpion (June)

Tweet what releases you're waiting for. <f0><U+009F><U+0091><U+0087>","Twitter Web Client",,,,FALSE,FALSE,19771,11279,,,,,,,,,,,,,,"x34507480 19028953 335141638 27195114","ArianaGrande JColeNC BTS_twt Drake","en",,,,,,,,,,,,,
"x986801317032157184",2018-04-19 02:59:02,"x17659206","soompi","#BTS Tops Amazon’s Best Sellers List Once Again With Pre-Orders For “Love Yourself: Tear” https://t.co/DvvFkbFFdE https://t.co/cPDoH09lV0","TweetDeck",,,,FALSE,FALSE,38107,14113,"BTS",,"soompi.com/2018/04/18/bts…","https://t.co/DvvFkbFFdE","https://www.soompi.com/2018/04/18/bts-tops-amazons-best-sellers-list-pre-orders-love-tear/","http://pbs.twimg.com/media/DbHSjxgU0AEFkF7.jpg","https://t.co/cPDoH09lV0","https://twitter.com/soompi/status/986801317032157184/photo/1","photo","http://pbs.twimg.com/media/DbHSjxgU0AEFkF7.jpg","https://t.co/cPDoH09lV0","https://twitter.com/soompi/status/986801317032157184/photo/1",,,,"en",,,,,,,,,,,,,
